County,State, In-Migration , Out-Migration , Net Migration , +/- , Rank 
Walker,Texas,209.3912093251,0,209.3912093251,510.0571571779,741
Tallapoosa,Alabama,207.720396939,0,207.720396939,6.7951428077,742
Greene,North Carolina,207.1340477429,0,207.1340477429,74.0706780066,743
Catahoula,Louisiana,206.5488072535,0,206.5488072535,53.6288544114,744
Dallas,Alabama,205.2327484381,0,205.2327484381,86.5871965666,745
Madera,California,201.237981274,0,201.237981274,1370.9756916476,746
Steuben,New York,201.2103709623,0,201.2103709623,440.9754419404,747
Danville City,Virginia,200.0622024954,0,200.0622024954,156.6059670925,748
Clermont,Ohio,199.6996128725,0,199.6996128725,651.493285558,749
Butte,South Dakota,199.08809431,0,199.08809431,21.298135273,750
Howard,Indiana,198.74316509,0,198.74316509,25.0197255205,751
Windham,Vermont,198.3604300252,0,198.3604300252,234.7595177166,752
Meade,South Dakota,198.3372233982,0,198.3372233982,136.380511985,753
Chemung,New York,196.446886491,0,196.446886491,420.8375683339,754
Dillon,South Carolina,196.094275693,0,196.094275693,62.6155478094,755
Adams,Pennsylvania,195.9544606482,0,195.9544606482,596.5962517901,756
Otero,New Mexico,195.7594045395,0,195.7594045395,470.7634400444,757
Kodiak Island,Alaska,194.7973819045,0,194.7973819045,545.3276441654,758
Davison,South Dakota,191.55116965,0,191.55116965,12.768611129,759
Deuel,South Dakota,190.47188798,0,190.47188798,35.095830451,760
Edgecombe,North Carolina,307.5459647303,117.3100000005,190.2359647298,190.7178922545,761
Bamberg,South Carolina,188.9248812722,0,188.9248812722,22.7434548684,762
Cambria,Pennsylvania,187.0253479781,0,187.0253479781,289.8262729549,763
Toombs,Georgia,185.63294986,0,185.63294986,332.2283432077,764
Lapeer,Michigan,184.271342494,0,184.271342494,64.7258084614,765
Siskiyou,California,183.8251595354,0,183.8251595354,244.3167929449,766
Hot Springs,Wyoming,182.49741979,0,182.49741979,19.523290667,767
Randall,Texas,179.0207387056,0,179.0207387056,334.3802150635,768
Austin,Texas,178.811532686,0,178.811532686,221.5360310943,769
Rutherford,North Carolina,177.6202559171,0,177.6202559171,1111.3329854816,770
Chilton,Alabama,174.904365852,0,174.904365852,18.8406566732,771
Hamilton,Iowa,174.52488562,0,174.52488562,95.229528101,772
Appling,Georgia,173.2775408846,0,173.2775408846,612.0195690401,773
Wayne,Pennsylvania,171.763063011,0,171.763063011,1661.1474831439,774
Lauderdale,Alabama,171.522387687,0,171.522387687,132.329327601,775
Atascosa,Texas,171.1375438357,0,171.1375438357,52.7198145888,776
Converse,Wyoming,170.155566409,0,170.155566409,10.6037478062,777
Richland,Louisiana,169.0537376567,0,169.0537376567,48.2636332225,778
Frederick,Virginia,167.4193769128,0,167.4193769128,256.8155111506,779
De Soto,Louisiana,166.557586375,0,166.557586375,46.1965863743,780
Perry,Mississippi,166.43991152,0,166.43991152,44.4427975295,781
Elmore,Idaho,163.1215938021,0,163.1215938021,170.4805912239,782
Lauderdale,Mississippi,160.7536430583,0,160.7536430583,1177.9928647882,783
Talladega,Alabama,160.220732102,0,160.220732102,98.8567592599,784
Carter,Tennessee,159.985855922,0,159.985855922,5.9664814389,785
Rutland,Vermont,159.4908895844,0,159.4908895844,275.2787321275,786
Adams,Nebraska,159.26288515,0,159.26288515,3.4656249742,787
Outagamie,Wisconsin,157.633492418,0,157.633492418,149.4784898025,788
Copiah,Mississippi,156.682857274,0,156.682857274,591.4813127873,789
Beaver,Pennsylvania,155.5807646111,0,155.5807646111,630.502589324,790
Barbour,Alabama,155.254586526,0,155.254586526,6.4092418658,791
Williams,North Dakota,155.0926594788,0,155.0926594788,76.7311247816,792
Roosevelt,New Mexico,154.863804409,0,154.863804409,14.3331557551,793
Mason,Washington,1705.7387913005,1550.8799999988,154.8587913017,418.6855384491,794
Robertson,Tennessee,151.7810014377,0,151.7810014377,24.1500951673,795
Shelby,Texas,151.071665213,0,151.071665213,736.4686803224,796
Zapata,Texas,150.769291854,0,150.769291854,32.3696244161,797
Tipton,Tennessee,150.457130606,0,150.457130606,104.9338159072,798
Monroe,Tennessee,149.741147854,0,149.741147854,548.8161010912,799
Cullman,Alabama,146.73596992,0,146.73596992,130.8454960399,800
Columbiana,Ohio,144.759858735,0,144.759858735,81.3062378152,801
Sullivan,New Hampshire,144.2817741844,0,144.2817741844,356.0755834877,802
Missoula,Montana,144.2751249389,0,144.2751249389,193.8968223329,803
Elkhart,Indiana,144.0463836469,0,144.0463836469,563.4241979166,804
Pike,Pennsylvania,143.6082027159,0,143.6082027159,3250.3731979707,805
Union,Louisiana,143.2511395093,0,143.2511395093,45.8180368699,806
Garfield,Oklahoma,142.8232438849,0,142.8232438849,715.7055123447,807
Bedford,Tennessee,142.77005539,0,142.77005539,1.1010297569,808
Kosciusko,Indiana,140.9097528337,0,140.9097528337,482.6775506081,809
Coos,New Hampshire,140.2205246869,0,140.2205246869,244.8167570984,810
Washington,Texas,139.5033941844,0,139.5033941844,492.5021006855,811
Johnson,Wyoming,139.30994156,0,139.30994156,9.2862626389,812
Calaveras,California,138.9208018808,0,138.9208018808,1082.1651229118,813
Washington,New York,138.6447952834,0,138.6447952834,292.9901752283,814
Jefferson,Arkansas,138.4191029,0,138.4191029,19.2984207131,815
Pueblo,Colorado,138.4146958016,0,138.4146958016,55.2184546886,816
Miami,Ohio,138.2785133094,0,138.2785133094,95.1749406033,817
Tunica,Mississippi,137.987595229,0,137.987595229,29.9013786424,818
Fall River,South Dakota,133.947690841,0,133.947690841,7.7872647335,819
Laurens,South Carolina,132.8258013604,0,132.8258013604,81.1196089613,820
Amite,Mississippi,131.3137155037,0,131.3137155037,962.1274138528,821
Klamath,Oregon,131.0898548103,0,131.0898548103,434.9435718477,822
Cheatham,Tennessee,130.60307022,0,130.60307022,10.4500022281,823
Goshen,Wyoming,130.60307022,0,130.60307022,8.705871224,823
Herkimer,New York,130.4908592118,0,130.4908592118,86.2223496543,825
Lycoming,Pennsylvania,129.8042881818,0,129.8042881818,57.8710493561,826
Caroline,Virginia,134.043161783,6.22,127.823161783,188.0217429914,827
Buena Vista,Iowa,127.806022031,0,127.806022031,85.1853544174,828
Fayette,West Virginia,127.41030812,0,127.41030812,5.0583812115,829
Churchill,Nevada,125.8944945524,0,125.8944945524,738.1688647549,830
Lee,Georgia,125.565968321,0,125.565968321,22.6804919172,831
Sumter,Georgia,124.287655117,0,124.287655117,27.5682558631,832
Madison,Idaho,123.9155333291,0,123.9155333291,89.1254116943,833
Pope,Arkansas,123.5903854506,0,123.5903854506,32.8292069015,834
Lea,New Mexico,123.4470841139,0,123.4470841139,23.2826937492,835
Cascade,Montana,122.843814646,0,122.843814646,641.0170410504,836
Nottoway,Virginia,122.67933904,0,122.67933904,74.990792802,837
Lee,Mississippi,120.966591148,0,120.966591148,47.4869497412,838
Val Verde,Texas,120.1048467961,0,120.1048467961,156.9195670394,839
Williamsburg City,Virginia,800.5319691887,680.4700000046,120.0619691841,2001.0274846754,840
Harris,Georgia,120.04519554,0,120.04519554,30.5403227,841
Chenango,New York,119.9029900521,0,119.9029900521,369.0250406373,842
Macon,Illinois,119.56789199,0,119.56789199,38.3761386792,843
Hamblen,Tennessee,119.2475094183,0,119.2475094183,640.1284757829,844
Karnes,Texas,119.0254372259,0,119.0254372259,50.069045711,845
Miller,Arkansas,118.4473945558,0,118.4473945558,20.4779475253,846
Yankton,South Dakota,118.386058723,0,118.386058723,2.4528733197,847
Anderson,Tennessee,117.0541108149,0,117.0541108149,452.0015299812,848
Henderson,Kentucky,116.79278245,0,116.79278245,2.5414583144,849
Dickson,Tennessee,116.693258123,0,116.693258123,7.1071536494,850
Tazewell,Illinois,116.63683143,0,116.63683143,124.3584873057,851
Richmond,North Carolina,116.1238295016,0,116.1238295016,132.1248639476,852
Bullock,Alabama,113.18932752,0,113.18932752,7.5450883941,853
Franklin,Washington,111.8728178457,0,111.8728178457,263.615403482,854
Lawrence,Pennsylvania,110.9651183038,0,110.9651183038,64.2923343313,855
Jackson,Georgia,109.4977964701,0,109.4977964701,979.5613014442,856
Peach,Georgia,106.6346833323,0,106.6346833323,7.1202789608,857
Marion,West Virginia,106.510122178,0,106.510122178,32.7124104118,858
Sullivan,New York,106.401304279,0,106.401304279,1736.093271613,859
Floyd,Kentucky,106.17525677,0,106.17525677,2.3104166495,860
Lincoln,Nevada,104.48245617,0,104.48245617,6.9646969792,861
Leflore,Mississippi,104.054045512,0,104.054045512,12.3125317852,862
Hertford,North Carolina,1505.4095951346,1402.1500000073,103.2595951273,1097.0152992537,863
Scott,Minnesota,102.7477192747,0,102.7477192747,24.7696960827,864
Winnebago,Wisconsin,101.7096943692,0,101.7096943692,68.9181908638,865
Trinity,Texas,101.637569794,0,101.637569794,169.7513880287,866
Johnson,Missouri,101.1483562216,0,101.1483562216,128.8317041429,867
Hood,Texas,100.427085504,0,100.427085504,98.3924681203,868
Washington,Wisconsin,99.63990999,0,99.63990999,46.4626424236,869
Butler,Alabama,99.4095266841,0,99.4095266841,178.2556498594,870
Wright,Minnesota,99.2747322423,0,99.2747322423,7.6553207114,871
Lumpkin,Georgia,98.901815965,0,98.901815965,99.8552818632,872
Burleigh,North Dakota,98.1088486941,0,98.1088486941,18.8678961316,873
Canadian,Oklahoma,97.906612344,0,97.906612344,52.8851091775,874
Habersham,Georgia,97.867595187,0,97.867595187,9.4300553811,875
Carver,Minnesota,97.407677709,0,97.407677709,57.8813411908,876
Limestone,Alabama,96.8399419324,0,96.8399419324,461.6221076756,877
Franklin,Iowa,96.704834396,0,96.704834396,60.943089075,878
Liberty,Florida,135.48741411,39.2799999997,96.2074141103,2530.5866018,879
Benton,Tennessee,95.775584825,0,95.775584825,6.3843055643,880
Big Horn,Wyoming,95.775584825,0,95.775584825,6.3843055643,880
Addison,Vermont,94.766879406,0,94.766879406,53.7229439991,882
Bath,Virginia,94.351521658,0,94.351521658,66.28967264,883
Grimes,Texas,94.2657993,0,94.2657993,147.172736318,884
Wasatch,Utah,93.790598547,0,93.790598547,43.3619308345,885
Walker,Georgia,93.144903318,0,93.144903318,10.9022401704,886
Geneva,Alabama,92.4929913921,0,92.4929913921,241.9424403007,887
Jefferson,Florida,297.175858569,206.1999999947,90.9758585743,383.2360955105,888
Pike,Alabama,90.3562310501,0,90.3562310501,251.7021278579,889
Jasper,Mississippi,89.395670622,0,89.395670622,88.337530165,890
Chesterfield,South Carolina,89.2990219478,0,89.2990219478,34.5720712745,891
Ketchikan Gateway,Alaska,89.0571618363,0,89.0571618363,67.5072538002,892
Tensas,Louisiana,89.0097094282,0,89.0097094282,12.4488682268,893
Lafayette,Florida,87.961265902,0,87.961265902,16.650113765,894
Platte,Wyoming,87.068713477,0,87.068713477,5.8039141493,895
Allendale,South Carolina,84.976550034,0,84.976550034,78.289754143,896
Walker,Alabama,84.490564704,0,84.490564704,45.0881401828,897
Coffee,Tennessee,84.055981581,0,84.055981581,24.0914582879,898
Rockingham,North Carolina,84.0503983743,0,84.0503983743,65.4256686444,899
Refugio,Texas,230.8707125884,147.6600000003,83.2107125881,81.4619929869,900
Rockingham,Virginia,83.065537911,0,83.065537911,124.452098531,901
Richmond,Virginia,888.858352504,806.10999999,82.748352514,247.0762371403,902
Eaton,Michigan,82.5981904913,0,82.5981904913,78.8955386953,903
Boone,Indiana,82.0533747852,0,82.0533747852,12.5830818417,904
Greene,Virginia,81.420284792,0,81.420284792,70.149426424,905
Conecuh,Alabama,81.4048256636,0,81.4048256636,50.7052021285,906
Routt,Colorado,81.162055169,0,81.162055169,175.1489626998,907
Hancock,Indiana,81.0592707979,0,81.0592707979,9.0250642957,908
Dallas,Iowa,80.748454991,0,80.748454991,49.913081903,909
Stark,North Dakota,80.0886364539,0,80.0886364539,10.3624086875,910
Okanogan,Washington,79.9207806446,0,79.9207806446,97.7897555923,911
Mesa,Colorado,79.703224616,0,79.703224616,379.5563846998,912
Madison,Nebraska,79.3989707536,0,79.3989707536,1294.890905273,913
Amador,California,79.2151245502,0,79.2151245502,742.0619600696,914
Story,Iowa,79.0018495351,0,79.0018495351,48.7542347122,915
Lavaca,Texas,78.9354516095,0,78.9354516095,79.2179988833,916
Maverick,Texas,77.7344339446,0,77.7344339446,96.8274963117,917
Fulton,New York,77.20204551,0,77.20204551,36.7937898301,918
Whitman,Washington,76.7614081349,0,76.7614081349,338.6261607875,919
Taney,Missouri,76.594119789,0,76.594119789,145.5636988659,920
Madison,Indiana,76.3161321842,0,76.3161321842,606.8927028048,921
Bennington,Vermont,75.6677778157,0,75.6677778157,816.5868560662,922
Blaine,Idaho,73.586875694,0,73.586875694,56.1280283355,923
Caldwell,North Carolina,73.2628502356,0,73.2628502356,1071.9944302145,924
Nelson,Virginia,73.252968496,0,73.252968496,67.974191903,925
Leon,Texas,72.324962085,0,72.324962085,475.644058294,926
Warren,New York,71.9999572279,0,71.9999572279,504.1021560431,927
Jackson,North Carolina,71.8017417652,0,71.8017417652,119.8933406935,928
Medina,Texas,71.8017111553,0,71.8017111553,21.7619624075,929
Covington,Mississippi,71.748903705,0,71.748903705,70.6477604063,930
Mercer,Pennsylvania,70.987908092,0,70.987908092,111.087869808,931
Surry,North Carolina,70.692900503,0,70.692900503,24.1135769188,932
Fayette,Texas,69.2486297041,0,69.2486297041,275.2984350143,933
Blount,Alabama,68.723035737,0,68.723035737,5.4853474787,934
Lenawee,Michigan,68.595621937,0,68.595621937,14.3907937031,935
Trimble,Kentucky,68.544408575,0,68.544408575,0.227518035,936
Yellowstone,Montana,68.5171502977,0,68.5171502977,267.6045554854,937
Ben Hill,Georgia,68.397255057,0,68.397255057,6.2424615043,938
Windsor,Vermont,68.1135647717,0,68.1135647717,705.8237109816,939
Burke,Georgia,67.31613991,0,67.31613991,367.03933464,940
Crawford,Pennsylvania,67.185677279,0,67.185677279,5.5491209671,941
Halifax,Virginia,67.091992356,0,67.091992356,2.4323524205,942
Jefferson Davis,Mississippi,66.325820139,0,66.325820139,11.7368060969,943
Hawkins,Tennessee,65.6041744219,0,65.6041744219,12.9029350705,944
Fairfield,Ohio,65.3662794179,0,65.3662794179,520.1471474479,945
Oldham,Kentucky,65.15991701,0,65.15991701,28.831019639,946
Eau Claire,Wisconsin,64.469889597,0,64.469889597,44.569640912,947
Kendall,Illinois,64.389978099,0,64.389978099,45.4741231547,948
Powhatan,Virginia,63.882513965,0,63.882513965,34.045644503,949
Clarke,Mississippi,63.681807167,0,63.681807167,7.2377956766,950
Lawrence,Mississippi,63.681807167,0,63.681807167,90.3157358606,950
Eddy,New Mexico,63.048438692,0,63.048438692,110.0490495705,952
Stanly,North Carolina,61.5032298445,0,61.5032298445,35.0879057381,953
Skamania,Washington,67.9847470475,6.5100000001,61.4747470474,3.0221223787,954
Essex,New York,61.4489044328,0,61.4489044328,152.6041951715,955
St Lawrence,New York,61.2533357854,0,61.2533357854,276.8710883447,956
Lonoke,Arkansas,61.1660097876,0,61.1660097876,14.3462532758,957
Morgan,Illinois,60.912320618,0,60.912320618,8.5670046946,958
Allen,Ohio,60.764285371,0,60.764285371,59.0657054603,959
Duval,Texas,60.700020419,0,60.700020419,30.4037018587,960
Evans,Georgia,59.6221426877,0,59.6221426877,149.912962218,961
Upson,Georgia,59.576067058,0,59.576067058,2.315102475,962
Whitfield,Georgia,59.3262534213,0,59.3262534213,1053.6022418857,963
Hopewell City,Virginia,57.877485182,0,57.877485182,66.7404391497,964
McDowell,North Carolina,57.835189821,0,57.835189821,25.6329296118,965
East Carroll,Louisiana,57.674626208,0,57.674626208,7.2496230127,966
Jefferson,Mississippi,57.674626208,0,57.674626208,7.2496230127,966
Walworth,Wisconsin,57.5742976953,0,57.5742976953,11.1602573383,968
Crawford,Arkansas,57.4796009882,0,57.4796009882,153.3148052787,969
Mackinac,Michigan,57.3023499518,0,57.3023499518,670.54921258,970
Delaware,New York,56.9636173101,0,56.9636173101,262.3277472728,971
Dawson,Nebraska,56.8490518741,0,56.8490518741,434.1759118378,972
Catoosa,Georgia,56.835590679,0,56.835590679,105.39090335,973
Wilcox,Alabama,56.24554468,0,56.24554468,13.381972035,974
Douglas,Kansas,54.7073134097,0,54.7073134097,1210.6530146399,975
Geauga,Ohio,54.1564629897,0,54.1564629897,80.1321890686,976
Delaware,Indiana,53.879013961,0,53.879013961,179.7904487482,977
Telfair,Georgia,53.740700402,0,53.740700402,2.7428990773,978
Webster,Louisiana,52.5151528626,0,52.5151528626,7.1546047952,979
White,Tennessee,52.498641622,0,52.498641622,3.190549338,980
Alleghany,North Carolina,52.193563277,0,52.193563277,13.278401174,981
Walla Walla,Washington,51.9202181531,0,51.9202181531,61.1561273601,982
Washington,Mississippi,51.907163587,0,51.907163587,6.6194747176,983
Simpson,Mississippi,50.803761921,0,50.803761921,7.5708352476,984
Athens,Ohio,50.1519560562,0,50.1519560562,20.7804123278,985
Franklin,Virginia,48.7911562661,0,48.7911562661,82.0855531423,986
Orleans,Vermont,47.214416211,0,47.214416211,43.7030253607,987
Newton,Mississippi,46.4598525237,0,46.4598525237,38.9651203813,988
Cache,Utah,46.3387836761,0,46.3387836761,112.8149393239,989
Holmes,Mississippi,46.139700966,0,46.139700966,5.7996984102,990
Baxter,Arkansas,45.655867085,0,45.655867085,68.0614690174,991
Calhoun,Michigan,44.1354799843,0,44.1354799843,217.3974212603,992
Klickitat,Washington,43.5714257707,0,43.5714257707,31.8562443439,993
Claiborne,Mississippi,43.255969656,0,43.255969656,5.4372172595,994
Piscataquis,Maine,43.2468101426,0,43.2468101426,110.31354132,995
Kanawha,West Virginia,42.9824073334,0,42.9824073334,3009.2199681419,996
Clay,Mississippi,42.628353947,0,42.628353947,20.004016416,997
De Kalb,Alabama,42.440327318,0,42.440327318,9.9650240535,998
De Witt,Texas,41.6521194027,0,41.6521194027,17.6734238222,999
Jim Hogg,Texas,41.5958074701,0,41.5958074701,9.2489328681,1000
Gillespie,Texas,41.415757348,0,41.415757348,15.945710205,1001
Cherokee,South Carolina,41.263115119,0,41.263115119,4.119864581,1002
Saginaw,Michigan,41.154670992,0,41.154670992,710.4346352926,1003
Desha,Arkansas,40.372238345,0,40.372238345,5.0747361089,1004
Jackson,Louisiana,40.372238345,0,40.372238345,5.4483471789,1004
Madison,Louisiana,40.372238345,0,40.372238345,5.0747361089,1004
Scotland,North Carolina,40.0131690113,0,40.0131690113,147.1110739322,1007
Colfax,Nebraska,39.935955806,0,39.935955806,466.115007632,1008
Wayne,Mississippi,39.667248638,0,39.667248638,25.678769285,1009
Hunt,Texas,39.6166616562,0,39.6166616562,11.558650833,1010
Jefferson,Oregon,39.4361403533,0,39.4361403533,15.0290517608,1011
Clay,North Carolina,39.133600358,0,39.133600358,156.908347257,1012
Fairfax City,Virginia,38.5726329182,0,38.5726329182,276.8353891657,1013
Bingham,Idaho,37.585358626,0,37.585358626,25.1237267319,1014
Richland,Ohio,36.837611051,0,36.837611051,118.5814889078,1015
De Kalb,Illinois,36.7374681833,0,36.7374681833,13.0857828998,1016
Emporia City,Virginia,36.468915134,0,36.468915134,87.3267710435,1017
Moore,Texas,36.4649082821,0,36.4649082821,8.0897703822,1018
Barnwell,South Carolina,36.005614274,0,36.005614274,62.8049542225,1019
Fayette,Pennsylvania,35.6607595865,0,35.6607595865,207.7058569202,1020
Sumter,Alabama,34.604775725,0,34.604775725,4.3497738076,1021
Calloway,Kentucky,34.604775725,0,34.604775725,4.3497738076,1021
Woodford,Kentucky,34.604775725,0,34.604775725,4.3497738076,1021
Burke,North Carolina,34.069245949,0,34.069245949,124.2834169147,1024
Meade,Kentucky,33.8102851058,0,33.8102851058,36.7924731301,1025
Brooks,Texas,33.5335247442,0,33.5335247442,15.7998684215,1026
Morgan,Indiana,32.611333632,0,32.611333632,43.4669140077,1027
Jackson,Oklahoma,32.5411468479,0,32.5411468479,1130.4939006046,1028
Scott,Mississippi,32.481677173,0,32.481677173,291.5202343546,1029
Douglas,Washington,32.44634214,0,32.44634214,103.4895289646,1030
Clarke,Virginia,32.0395698861,0,32.0395698861,25.4415456964,1031
Clark,Arkansas,31.721044414,0,31.721044414,4.1120129649,1032
Bienville,Louisiana,31.721044414,0,31.721044414,4.5565101927,1032
Dyer,Tennessee,31.721044414,0,31.721044414,3.987292657,1032
Belmont,Ohio,31.623150742,0,31.623150742,129.48164676,1035
Franklin,Vermont,31.4389877574,0,31.4389877574,16.1190947273,1036
Culpeper,Virginia,31.2808579631,0,31.2808579631,190.4672971522,1037
Hampshire,West Virginia,29.7521652874,0,29.7521652874,55.3701730929,1038
White,Georgia,29.127849764,0,29.127849764,383.934154978,1039
Putnam,Georgia,28.837313104,0,28.837313104,3.6248115064,1040
Floyd,Indiana,28.837313104,0,28.837313104,5.6860580148,1040
Tuscarawas,Ohio,28.695287138,0,28.695287138,3.0240748293,1042
King and Queen,Virginia,374.911956398,346.21930315,28.692653248,905.181355458,1043
Chattahoochee,Georgia,28.4993095875,0,28.4993095875,101.8499531836,1044
Granville,North Carolina,28.3669949682,0,28.3669949682,77.0339137777,1045
Blair,Pennsylvania,27.5364090553,0,27.5364090553,74.9853842811,1046
Fluvanna,Virginia,27.397189634,0,27.397189634,567.519065372,1047
Garrett,Maryland,27.301652234,0,27.301652234,58.3760863777,1048
Mono,California,26.8530113306,0,26.8530113306,234.2301729868,1049
Inyo,California,26.5853425917,0,26.5853425917,42.6611576578,1050
Schoharie,New York,26.2289565852,0,26.2289565852,541.4286461164,1051
Flathead,Montana,26.0453789813,0,26.0453789813,421.5476546806,1052
Madison,Kentucky,24.9813879369,0,24.9813879369,6.8560714451,1053
Union,Arkansas,24.9127397819,0,24.9127397819,15.4282882565,1054
Orange,Vermont,24.5267087234,0,24.5267087234,23.6316440861,1055
Wood,West Virginia,24.3565597403,0,24.3565597403,202.5159395544,1056
Valencia,New Mexico,24.3200604264,0,24.3200604264,150.6571150309,1057
Bartholomew,Indiana,24.1802139177,0,24.1802139177,10.6432161904,1058
Logan,West Virginia,23.2467900466,0,23.2467900466,3236.3430007225,1059
Goliad,Texas,23.0473761878,0,23.0473761878,123.5755182479,1060
Lamoille,Vermont,22.7741652011,0,22.7741652011,85.6598240709,1061
Indiana,Pennsylvania,20.8171998403,0,20.8171998403,5.0655445245,1062
Cayuga,New York,20.8070335567,0,20.8070335567,5.4624352797,1063
Shelby,Kentucky,20.758363321,0,20.758363321,14.4707240724,1064
Northumberland,Pennsylvania,20.278145897,0,20.278145897,37.3690144102,1065
Rock,Wisconsin,20.07509722,0,20.07509722,68.8840379852,1066
Otsego,New York,19.7640947633,0,19.7640947633,356.4003361098,1067
Treutlen,Georgia,19.537283126,0,19.537283126,0.2279306723,1068
Bonner,Idaho,19.2345001538,0,19.2345001538,72.7587372058,1069
Starr,Texas,19.1545409125,0,19.1545409125,176.17958889,1070
Plumas,California,18.8517155607,0,18.8517155607,124.9546475948,1071
Iron,Utah,18.451945787,0,18.451945787,130.3639127313,1072
Stevens,Washington,18.095301861,0,18.095301861,225.6446358627,1073
Morgan,West Virginia,17.685869934,0,17.685869934,79.3031811724,1074
Umatilla,Oregon,17.4805503758,0,17.4805503758,412.2069671919,1075
Stokes,North Carolina,17.192936055,0,17.192936055,33.4898555868,1076
Smith,Mississippi,17.126754298,0,17.126754298,1.0372872221,1077
Gordon,Georgia,17.0983332544,0,17.0983332544,16.2213078913,1078
Brooks,Georgia,17.095122735,0,17.095122735,47.5578620933,1079
Mitchell,Georgia,17.095122735,0,17.095122735,0.1994393383,1079
Jackson,Illinois,17.093273853,0,17.093273853,25.4390340035,1081
Garfield,Colorado,17.0010712817,0,17.0010712817,37.5976161185,1082
Bandera,Texas,16.6850429842,0,16.6850429842,17.949416719,1083
Dawson,Georgia,16.417113959,0,16.417113959,2.6195378544,1084
Andrews,Texas,16.3975921692,0,16.3975921692,2.2173574956,1085
Hood River,Oregon,16.2462053391,0,16.2462053391,24.6054055241,1086
Colbert,Alabama,15.924812736,0,15.924812736,16.383984293,1087
Worth,Georgia,15.874042539,0,15.874042539,0.1851936713,1088
Claiborne,Louisiana,15.874042539,0,15.874042539,0.3252786691,1088
Clay,South Dakota,15.874042539,0,15.874042539,0.1851936713,1088
Black Hawk,Iowa,15.6212478089,0,15.6212478089,197.8089337951,1091
Latah,Idaho,15.507903557,0,15.507903557,38.2449969083,1092
Lee,Texas,15.445742067,0,15.445742067,3.0443917537,1093
Pemiscot,Missouri,15.278069301,0,15.278069301,9.4426472963,1094
Modoc,California,15.2752019435,0,15.2752019435,7.0318938953,1095
Clinton,New York,15.1533792206,0,15.1533792206,223.9341810273,1096
Louisa,Virginia,15.1509597086,0,15.1509597086,39.9961155368,1097
Yazoo,Mississippi,14.985910011,0,14.985910011,0.9076263193,1098
Union,Mississippi,14.652962344,0,14.652962344,0.1709480043,1099
Sandusky,Ohio,14.185263479,0,14.185263479,78.4035978621,1100
Milam,Texas,14.093108765,0,14.093108765,23.684843447,1101
Sheboygan,Wisconsin,13.822528187,0,13.822528187,27.8457851026,1102
Wise,Texas,13.5994944952,0,13.5994944952,1.8427600211,1103
Caledonia,Vermont,13.4566590188,0,13.4566590188,49.9229822113,1104
Vigo,Indiana,13.431882149,0,13.431882149,29.8857419023,1105
Ellis,Kansas,13.431882149,0,13.431882149,0.1567023372,1105
Beadle,South Dakota,13.431882149,0,13.431882149,0.1567023372,1105
Pickens,Georgia,12.899160968,0,12.899160968,2.0582083142,1108
Cattaraugus,New York,12.887368615,0,12.887368615,126.1220283298,1109
Davie,North Carolina,12.882710213,0,12.882710213,3.6508072441,1110
Vance,North Carolina,12.882710213,0,12.882710213,12.2194433335,1110
Panola,Mississippi,12.845065724,0,12.845065724,0.7779654166,1112
Winston,Mississippi,12.845065724,0,12.845065724,0.7779654166,1112
Randolph,Georgia,12.210801953,0,12.210801953,0.1424566702,1114
Stewart,Tennessee,12.210801953,0,12.210801953,0.1424566702,1114
Wayne,Indiana,12.176029768,0,12.176029768,134.2921319251,1116
Wasco,Oregon,11.9802048831,0,11.9802048831,59.8674394036,1117
Crook,Oregon,11.401176146,0,11.401176146,58.1024784583,1118
Pontotoc,Mississippi,10.704221436,0,10.704221436,0.6483045138,1119
Prentiss,Mississippi,10.704221436,0,10.704221436,0.6483045138,1119
Sunflower,Mississippi,10.704221436,0,10.704221436,0.6483045138,1119
Prince Edward,Virginia,10.614707122,0,10.614707122,62.7839421642,1122
Tuolumne,California,10.290732495,0,10.290732495,1054.1863158765,1123
Aleutians East,Alaska,10.0778683781,0,10.0778683781,8.4126104444,1124
Brunswick,Virginia,9.655489087,0,9.655489087,71.8541407591,1125
Brewster,Texas,9.3805078834,0,9.3805078834,11.3705903867,1126
Polk,Georgia,9.3732737717,0,9.3732737717,123.0663966793,1127
Gonzales,Texas,9.1050410969,0,9.1050410969,24.4011828271,1128
Cook,Georgia,8.7837558035,0,8.7837558035,9.5725462786,1129
Sutter,California,8.5280304035,0,8.5280304035,659.693835221,1130
Dinwiddie,Virginia,8.269321804,0,8.269321804,2.4184952895,1131
Caldwell,Texas,8.2282074019,0,8.2282074019,142.534648426,1132
Huntingdon,Pennsylvania,7.9921376144,0,7.9921376144,2.7999208816,1133
Franklin,Missouri,7.9475261517,0,7.9475261517,5.3866510751,1134
Navajo,Arizona,7.5641761711,0,7.5641761711,65.5961085004,1135
Llano,Texas,7.2503024376,0,7.2503024376,6.699682628,1136
Stearns,Minnesota,7.172721748,0,7.172721748,1.2369691469,1137
Mariposa,California,7.1304435242,0,7.1304435242,197.0546434717,1138
Madison,New York,7.0301799599,0,7.0301799599,39.2057022596,1139
Brown,Texas,6.5664497155,0,6.5664497155,3.5973898737,1140
Wapello,Iowa,6.5400940104,0,6.5400940104,2.0041442661,1141
Chester,South Carolina,6.4543217814,0,6.4543217814,32.541214268,1142
Lincoln,Washington,5.982076707,0,5.982076707,10.2279970895,1143
